Tweet,Previsão
    Guess who is crying now,Negativo
  CRAQUE,Positivo
  MY NUMBER ,Positivo
    Rest dawg,Positivo
  The Europa no dey mean say Barca played Europa,Negativo
    youre not okay,Positivo
      Atlanta is coming for you,Negativo
  Real Madrid for a reason ,Positivo
  its not easy carrying Spain always,Positivo
Did a piece on this recently game sample for City before Madrid they had  solo goals  direct free kicks Foden  Bernardo shots from outside the box Gvardiol Foden etc dribbles Doku v LutonMadrid had  or somethingWe had   Sakas v Newcastledefined as made by one person not associative  individualIts a problem,Positivo
How do foden and Bellingham get away with stinkers manFugazi hattrick and hes the best player in the world,Positivo
Doesnt get talked about a lot but Toni Kroos completely shut down and put Phill Foden in his pocket in the  legs I love you  ,Negativo
Spurs in  not now GordonFoden ASAP Fucking Bruno inevitable Jota at the right time Gross early adopters loving lifeDont be scared of no Haaland Captain PalmerGolden Boot matters to people Consider FPL,Negativo
Twitter user ewan hasnt said one peep on foden hall of shame but guy talking about Bernardo penalty Maybe just maybe if foden had scored that sitter that Bernardo gave him we wouldnt have been to pens,Positivo
See how everyone is slandering Haaland and Saka for their performances today Nobody even cares about what Foden played not even subconsciously Thats what happens when youre a role player for your team This guy has never had any bit of responsibility in his city career,Negativo
I see the TL has no talk for Foden But its Saka who is the main talking point Interesting,Positivo
Saka has never picked up no stick and is no World class Foden on top fr,Negativo
Cant believe man were arguing saka is better than foden I guess not everyone has the vision,Negativo
Is it not crazy nobody is talking about Foden Saka is the easy target ryyy Okay now,Positivo
Mbappe Bellingham Wirtz Kane Griezmann Vinicius Foden Saka Halaand SalahIs my top  rn in order I hope guys like Watkins Boniface Yamal get top  nominations would be really cool,Positivo
Man city needsNew Right backSomeone to play alongside rodriGive foden the keys for the midfield and let kdb be a super sub or play on the wing,Positivo
    Incorrect profiling Are you being serious Fodens best trait is his reception between the lines and Pep has put him in that position to receive and create Hes a vastly different player to KDB whose game thrives on his insane passing and creativity,Positivo
Something like this on Saturday thenOrtegaRicoDias  Gvardiol whoever is less knackeredStonesAkeKovacicNunesFodenAlvarez DokuHaaland,Positivo
  Jude showed foden levels today fantastic,Positivo
 ManCity had  touches in Real Madrids box the most on record in a  UCL match since   s  shots was also the most in a knockout stage game in the competition since Liverpool  vs Atletico Madrid in March  ,Positivo
Sure Man City didnt advance to the next level but they really played some good football  ManCity,Positivo
 Haaland is so overrated Alvarez is much better forward  UCLquarterfinal  ManchesterCityRealMadrid  ManCity,Positivo
Cant even fill their stadium with real supporters Have to rely on a Chelsea fan with beef curtains  MCIRMD  ManCity,Negativo
 RealMadrid  ChampionLeague  kampfderrealitystars  MajosA ManchesterCityRealMadrid AktenzeichenXY  ManCity BAYARS    MCIRMASOMETIMES YOU CANT TELL THEM THE TRUTHYOU MUST SHOW THEM ,Negativo
Write down your best business strategyI will start   The only strategy that worked for me is never quit    deprem  ManCity  ManCityRealMadrid  MCIRMA,Positivo
Just got home  gutted but I thought we were excellent tonight  certainly the better team by a country mile but hey that doesnt always win you cup games  another year we would be through on away goals  rather win the league anyway by playing the best football CTID  ManCity,Negativo
GBARSENAL ANDGBACHESTER CITYARE OUT OF THE CHAMPIONS LEAGUE END OF THE ROAD FOR ALL ENGLISH TEAMS IN THE CHAMPIONS LEAGUE  ChampionLeague  ManCity,Positivo
 ways to impress a lady on first date Thread RMAMCI  BAYARS  realmadrid  ManCity,Positivo
With  Everton  NottinghamForest and  LeicesterCity facing just a few  PremierLeague charges leading to points being docked what could this mean for  ManCitys  charges  Podcasts  ManchesterCity  ,Negativo
Just say  We  ManCity lostand it not the first or last time that Manchester City will loose,Negativo
Its The Hope That Kills You  Just Wasnt Meant To Be Onto A Semi Final In The Fa Cup  Ctid  ManCity  ManchesterCityRealMadrid  ,Positivo
Make I no lie I had high hopes for Manchester City   ManCity  ChampionsLeague  ChampionLeague  RealMadrid  re,Negativo
 ManCity at last facing penalties  Over to you now  PremierLeague  ,Negativo
Real Madrid      Man City            UCL  ChampionLeague  ManCity  MCIRMA  ManCityvsRealMadrid  RealMadridCF,Positivo
Great Game by our boys Respect to Madrid for a great match Trust and believe we will be backThat being saidNo Mercy for the League and FA Cup blood shall be spilled these last couple games and in the end we shall see silverware once again  ManCity,Positivo
Match Report amp Player Ratings  ManCity  Real Madrid Agg  Pens   UCL QuarterFinal SecondLeg     ,Positivo
Great game for the neutrals  ManCity far better again just didnt finish the job We still suck at penalties thats obvious  But we kept dominating and had plenty of chances to wipe  RealMadrid off the pitch The end result is flattering for them They were lucky,Negativo
Real Madrid did what FIFA and   have not done yetPunish  ManCity for the transgressions reported world wide in the media,Positivo
Real Madrid continues to rise to the occasion We affirmed another chapter in our storied journey today love itThank you Los Blancos for another unforgettable performance against  ManCity  ChampionsLeague  HalaMadrid,Positivo
Nah Haaland would be having more fun at Madrid as well,Positivo
Get haaland out of the club ,Positivo
Erling Haaland amp Kevin de Bruyne could not continue says Pep Guardiola  ,Positivo
Erling Haaland is a lab made striker for Manchester United ffs It pains me to see him play for City Our approach historically in big games allows players like him to thrive The pain in my heart watching him play for a possession based team that reduces randomness,Negativo
I need you guys to get tf off Bernardo back If big pussy KDB and Haaland didnt ask to be subbed he wouldnt be put in that spot hes no pen taker KDB and Haaland are the highest paid players in the club and got the biggest vagina to be asked to come off Get off Bernardo dick,Negativo
Looking back at last season Haaland was on  league goals in October  he was a freak last year,Negativo
  Guardiola overcomplicated the tie with Madrid by not playing Haaland in both legs Thats where he lost it,Positivo
   cristiano genuinely soo much better than current haaland what are we doing here,Positivo
Dortmund with Haaland vs Madrid,Positivo
Haaland fails to deliver cutting edge as Reals will to power shines through  Barney Ronay  ,Positivo
People dunking on Haaland btw Bellingham didnt score either and is a diver so ner,Negativo
If Mourinho can be blamed for how players play why the lack of empathy for Haaland,Negativo
    I didnt but Im surprised De Bruyne I understand but Haaland Walked  around in a radius of about  metres for most of the game watching City pass the ball in front of him,Negativo
      Thoughts on Haaland though Jacko,Negativo
We almost let haaland win the balon dor  I know some hate Messi but would it have been worth it,Positivo
I genuinely hate this storyline   Champions,Negativo
Still cant believe they did it Pompey were nd best for a lot of the game but as they have done all season they found a way to come from behind not once but twice What a way to get promoted amp win the title  years long years amp were now back  champions  Pompey  PUP,Negativo
Hows everyones head in pompey today  Just starting my first beer Ill be having many tonight watching as much footage as I can find  Champions  pup,Positivo
Congratulations gentlemen What an incredible season leading the way for    Champions  UPL  MUFC  GGMU,Positivo
Famous WWE wrestler hints at big career change after finishing recordbreaking title reign  xklsv  learning  knowledge  online  tutorial  teaching  League  match  game  season  sport  fitness  team  goalkeeper  occasion  Champions  goal  news  player,Positivo
Superb photo from the drone  Pompey  Champions  BlueArmy PUPWould have great to have been there last night,Positivo
Can we talk about that Real Madrid goalkeeper  That keeper is fking good  Champions  ChampionsLeague  RealMadridManchesterCity,Positivo
The old girl  frattonpark was rocking last night what a night we are back in the  championship what footage this is  Pompey  Champions,Positivo
What a horrible way to send one of these teams out of the  ChampionsLeague  may the best team win  CityReal  Champions  ChampionLeague  RealMadrid  ManchesterCityRealMadrid  ManCity,Positivo
He was an unsung hero who stood out like a torch in the darkness of the brick kiln mafia  Champions of  Humanrights rarely remember him because he won what socalled social media hype aunties and uncles could not do,Positivo
Its Real Madrid  So much for the Second treble for Man City and so much for English teams   ChampionsLeague  ChampionsLeague  Champions,Positivo
EN VIVO    Manchester City vs Real Madrid  Etihad Stadium  Champions League   manchestercity  realmadrid   champions  ucl  futbol  espaa  inglaterra  marcamexico  marcaamerica  ,Positivo
TUR M   clinches the AXA Sigorta Efeler Ligi title with a stunning  sweep over   in the finals  Volleyball    Sportsnews  Champions  ,Positivo
Cmon City no penalties plz  mcfc  supercity  fighttotheend  bluemoon  champions  CTID  UCL,Negativo
How are City behind in this game makes me wonder Cmon City  mcfc  supercity  fighttotheend  bluemoon  champions  CTID  UCL,Positivo
Well we shouldve won this in normal time much the better team  mcfc  supercity  fighttotheend  bluemoon  champions  CTID  UCL,Positivo
Xavi could be replaced as Barcelona manager BEFORE the end of the season with his possible successor lined up following their Champions League exit Xavi announced in January his intention to leave Bara at the end of    Sports  Barcelona  champions,Negativo
Two rubbish pens what was Silva thinking chipping the ball to the keeper on a penalty  mcfc  supercity  fighttotheend  bluemoon  champions  CTID  UCL,Positivo
Looking at the videos from last night putting a lot of money on a thumping  wafc win this Saturday seems an absolute banker Fair play to all the lads tho they completely deserve it  champions,Negativo
New Podcast Sport News   aprile marzo  on    aprile  ancelotti  arsenal  atalanta  bayern  calcio  champions  europaleague  guardiola  liverpool  mancity  milan  musetti  nadal  nba  notizie  realmadrid  roma  sport  tennis  ,Positivo
We couldnt save  football last year but we did it this year  RealMadrid  UEFAChampionsLeague  ManchesterCityRealMadrid,Negativo
Youre not Zinedine Zidane and you dont have Cristiano Ronaldo but you want to win the UCL backtoback O wrong now ManchesterCityRealMadrid  RealMadrid  ChampionsLeague,Negativo
I always believed  RealMadrid is the only team that can stop  ManchesterCity from winning the  ChampionLeague championship title this season Madrid are playing against  BayernMunich a team that has never been a match for them in semifinals  halamadrid,Positivo
How on earth can anyone say   had a good game against  ManCity tonightfalling over most of the time faking injury and just lazy off the ball So so overrated  RealMadrid  UCL  ChampionLeague  MCIRMA  MCIRMD,Positivo
For you dad your favorite team won today Since exactly  years today you left us and you watch the games from the skyLove you always  RealMadridManchesterCity  RealMadrid  HalaMadrid,Negativo
Bayern Munich will be playing against time champions Real Madrid while Borussia Dortmund will face Kylian Mbappes PSG in the UEFA Champions League  semifinals UCL  ChampionsLeague  RealMadrid  ,Positivo
Manchester City vs Real Madrid trip  ETA back at the Academy is am,Positivo
Did think Alex de Minaur would beat Rafa Nadal in BarcelonaDid think Emma Raducanu would beat Angie Kerber in StuttgartDidnt think Real Madrid would knock Manchester City out of the Champions League though,Positivo
I love you Manchester City,Positivo
No regrets says Pep Guardiola after Manchester City loss in Champions League  ,Negativo
Manchester city has held the ball for  minutes and lost Embarrassing ,Negativo
Madrid win shootout to knock City out of UCLReal Madrids Antonio Rudiger scored the decisive penalty to lift his team to an edgeofyourseat  shootout victory over holders Manchester City after their Cha ,Positivo
Manchester City vs Real Madrid A Champions League Clash for the Ages April    ,Positivo
Arsenal and Manchester City Champions League Dreams Broken   via    UCL  ChampionsLeague  UEFA  Arsenal  Bayern  RealMadrid  ManchesterCity  Football,Positivo
We really eliminated Manchester City today With the odds against us,Positivo
tell me why i was at a party and paying more attention to whether or not manchester city loses than the drinking game in front of me,Positivo
All respect to Manchester City Hell of a club,Positivo
Unmissable drama in the Champions League as Real Madrid triumph over Manchester City in a nailbiting penalty shootout Stay tuned for more daily football news and tips  Football  ChampionsLeague  JuiceStorm  ,Positivo
Antonio Rudiger waxed spiritual after scoring the winner on penalty shootouts to help Real Madrid knock Manchester City out of the UEFA Champions League MCIRMA  MCIRMD  UCLquarterfinal Click on the image below to read more  ,Positivo
Champions League Real Madrid despacha al Manchester City  ,Positivo
Rodrygo and Vini the best in the world,Positivo
Sell Trossard and JesusGo and beg MadridBayern for Rodrygo or Musialahell get both God and beg for Osimhen and lets stop gassing these boys up,Positivo
They compared this boy to Rodrygo uno RODRYGO,Positivo
Oh yeaa yall compared Saka to Rodrygo btwI aint forget,Positivo
Aswear That ball control that led to Rodrygo goal hit a nerve Remain small male tears comot for my eye,Positivo
ANDRIY LUNINCARLO ANCELOTTINACHO FERNANDEZFEDE VALVERDEDANI CARVAJALRODRYGO GOESVINICIUS JUNIORLUCAS VASQUEZEDER MILITAOBRAHIM DIAZFERLAN MENDYANTONIO RUDIGERJUDE BELLINGHAMTONI KROOSEDOUARDO CAMAVINGAI WILL ALWAYS LOVE YOU GUYS TILL INFINITY AND BEYOND,Positivo
    Rodrygo owns that bald fraud,Positivo
I wish rodrygo can leave Madrid and start battling for top  with chels  faith  chance boehly ruined our rep man We should be signing that kind of talent,Negativo
Next season I hope we got Rodri and Kimmich at the midfield and not Akanji Truly gutted that Rodrygo goal is just because walker not tracking Rodrygo and forgot Akanji is on Stones role,Negativo
Once madrid wins ucl and the season ends they should give us Rodrygo please,Positivo
Rodrygo and Lunin were better than him but the English PRs will do everything possible to push him ahead of his coplayers,Positivo
I was talking to   one day and I saidRodrygo will definitely turn upHe has a lot of goals against them like say na beanscakeThats why he is called Ori AdeI love you Rodrygo,Positivo
Your obsession over Rodrygo sigh,Negativo
I cant be the only one who has noticed how Brahim is good in tight spaces very good with both legs in moving the ball passing or shooting One day he will get his flowers Rodrygo finally getting his,Positivo
Seeing the way Pep talks about Rodrygo I wouldnt be surprised if he approach him for a move,Positivo
    Rodrygo owns City,Positivo
We need to have a convo about Rodrygos beef against Man City,Negativo
As part of Mbappe FC rather would play bayern in the final than Madrid tbh Too hard to beat madrid in finals but dont see how dier and de Ligt can defend Vini and Rodrygo,Positivo
Rodrygo should be enjoying this kind PR,Positivo
Rodrygo Camavinga I love you Ill always appreciate you two,Positivo
English teams have won the  ChampionsLeague  times this century Spanish teams have won it  times in the same time period So lets not pretend English teams are the strongest They clearly arent ManCity,Positivo
Missed extra time and penalties at the game due to having to get my trainUnlucky  ManCity I hate a penalty shootout At least Im not booking more days off work,Negativo
Speed AngryGinge Astrid Wett how are we allowing these people in and letting proper fans down who cant get tickets what Im more annoyed about Joke   MCFC  ManCity,Negativo
From the moment the whistle blew I knew Real Madrid had it in them to conquer City and they delivered in spectacular fashion The sheer joy and pride I feel after witnessing their triumph against City is beyond words Its a feeling of absolute euphoria  ChampionLeague  ManCity,Negativo
To see Real Madrid come away to us and play like they did is just mental Shit scared of us and from that you can only take pride  ManCity,Negativo
Gutted were out but cest la vie  Love this club so much Love this manager  Love these players  Fuck everyone else  Fuck em all  Onwards and upwards my super fucking blues ManCity  MCIRMD  CTID,Negativo
What should i do to Uncle Bernardo nowBoda yen need General beating Cos why  ManCity  ManchesterCityRealMadrid,Negativo
How on earth can anyone say   had a good game against  ManCity tonightfalling over most of the time faking injury and just lazy off the ball So so overrated  RealMadrid  UCL  ChampionLeague  MCIRMA  MCIRMD,Positivo
Rotherham sack their head coach Leam Richardson after relegation     afc  avfc  afcb  brentfordfc  bhafc  twitterclarets  cfc  cpfc  efc  ffc  lfc  coyh  ltfc  mancity  mufc  nufc  nffc  twitterblades  sufc  thfc  coys  whufc  coyi  wwfc,Positivo
Manchester City and Arsenal can both focus on the English League now   ManCity  ChampionsLeague  ChampionLeague  ManchesterCityRealMadrid  BAYARS,Positivo
New Podcast Breaking News   aprile  ore  on    aprile  carcere  champions  galilea  gaza  hamas  iran  israele  mancity  mattarella  notizie  omosessuale  palestina  realmadrid  roma  sapienza  testomosessualita  ,Negativo
New Podcast Breaking News   aprile  ore  on    aprile  borussia  champions  gaza  guerra  hamas  iran  israele  libano  lucasammartino  mafia  notizie  odiorazziale  pandora  psg  razzismo  realmadrid  sicilia  terrorismo  ,Negativo
Congrats       and everyone at  StockportCounty  Champions  Promotion  EFL,Positivo
Choppa cracks me up on this  Champions,Positivo
My twitter page has gone Pompey mad   Congratulations  Champions  ,Negativo
Congrats to our UsChampions MUFC  MUAcademy  GGMU  Champions,Positivo
 la liga team eliminated yesterday premier league team eliminated today Quarter Final was amazing  ChampionsLeague   Champions,Positivo
I wonder where the match ball from last night is  Pompey  Champions,Positivo
Resultado City vs Real Madrid Champions   ManCity  RealMadrid  Champions  UCL  futbol  ,Positivo
Im so happy All we need now is an easy win against Bayern and get PSG in the final to once again show Mbappe how many UCL trophies he missed out on HalaMadrid  RealMadridManchesterCity  ManchesterCityRealMadrid  ChampionLeague  Champions,Negativo
Whose got the shaugnessy photo with the flag and cut eye I have to have it    pompey  champions,Positivo
Bayern Munich and Arsenal gear up for an intense Champions League clash  AFC  Champions ,Positivo
An epic showdown between Manchester City and Real Madrid promises thrills in the Champions League  ManCity  HalaMadrid  Champions ,Positivo
My Twitter or X or whatever timeline this morning thoIts Forever Being Beautiful about our wonderful   CHAMPIONS proudhatteringloucester StockportCounty  champions,Positivo
No way real madrid layak Mmg king of ucl betui,Positivo
 from the  shots on the only goal of Real Madrid no,Positivo
Keep in mind Real madrid lost all of their CBs to injuries yet Florentino Perez still decided not to sign anyone in JanuaryThats elite decision making for me and big ups to Tchu and Carvajal for taking over when needed and showing up big,Negativo
Real Madrid,Positivo
However Citys defence of the competition came to an end after Bernardo Silva and Mateo Kovacic saw spotkicks saved by Madrids unlikely hero Andriy Lunin theSun  theSunMY  sports  ucl  ,Positivo
A testament to their progress is a crazy thing to say about Real Madrid,Positivo
Carvajal gave his life for Real Madrid today At some point I felt so bad for him,Negativo
From give us real madrid to journey to be proud of dont go over with it This is ucl not europa league,Positivo
Real Madrid is real life every EPL teams step dad,Positivo
Thank God Im a Real Madrid fanzo,Positivo
I totally enjoyed our game tonight against Real Madrid No complaints whatsoever the lads are humans and you cant win every time Well be back stronger  UCLquarterfinal  ManchesterCityRealMadrid,Negativo
 UEFA   ChampionsLeague QuarterFinals Man City vs Real Madrid Highlights Goals ManCityDe Bruyne  RealMadrid Redrygo Bayern is up next April th ,Positivo
Real Madrid na the devils club Dem just dey use white cloth deceive us,Positivo
Real Madrid,Positivo
WE ARE REAL MADRID WE BRAG DIFFERENT,Positivo
Real Madrid will face Bayern Munich in the semifinals of the Champions League  ,Positivo
real madrid standard is insane,Positivo
Could never play for Real Madrid with that lack of heart,Negativo
the fact its real madrid worst state of team important and starter players injured including the first goalkeeper half of team is new players against the treble winner FULL TEAM idk how we survive so far real madrid mentality man they just never give up,Negativo
When Real Madrid lose its a big deal when we win its normal,Positivo
 Partnership power OKX collaborates with top names like Manchester City FC Olympian Scotty James The Tribeca Festival and McLaren F Theyre serious about leading in tech and innovation,Positivo
wait this rodrygo guy  for this life wetin we do youuu,Positivo
    Pep really wants Rodrygo I know since Mbappe is coming he will Try and convince Rodrygo But I know my boy will stay,Positivo
Rodrygo is in the running too tbh His PR is nowhere near the others though,Negativo
Dear    did you see how vinicius and rodrygo were tracking back atttacking with conviction and constantly running against man city Thats passion not all those epistles youd be writing You should go back to basics and start running hard,Negativo
    He wants to twerk for him Rodrygo is in the biggest club already,Negativo
  Rodrygo scored  goals against you across the legs from clean breaks I dont remember City completely destroying Madrid through combinations to score even De Bruynes goal was a deflection,Positivo
After Speeds enthusiastic celebration of Rodrygos goal in the Man City vs Real Madrid game irked Man City fans they demanded that he end his stream in annoyance  ManCity  RealMadrid  ,Positivo
city sepeleee real madrid aleale,Positivo
Arsenal fans realizing they are a small club that cant compete with the likes of Bayern and Real Madrid Their fans needed this well deserved humbling,Positivo
Real Madrid  I love you ,Positivo
Im convinced that Madrid defended very well staying compact They might have learned from Arsenal who managed to limit Manchester City to just one shot on target when they played at the Etihad Real Madrid likely applied similar tactics and capitalized on their opportunities,Positivo
The fact that every Real Madrid player talks about fighting till the end shows the culture and tradition of that club,Positivo
Real vs MuenchenReal Madrid,Positivo
real madrid are bully wtf,Negativo
they played a trick on their trickiest player bro Real Madrid is world class joor ,Positivo
WE ARE REAL MADRID,Positivo
Real Madrid even stole this joy from me,Negativo
Real madrid just won their th ucl,Positivo
Its UCL night against Real Madrid and youre displaying your only trophyRM Its another final,Positivo
Real Madrid win it  halamadrid,Positivo
City really let Real Madrid snatch their chain in their own crib,Positivo
Call me hater but I dont want Real Madrid to win this seasons UCL,Positivo
The way Barca fans have Man City as their nd club is the way I have Real Madrid as my nd club Lets go Madrid  Bayern needs to be thought a lesson,Positivo
Mabok Real Madrid,Positivo
With the  UCL semifinal spot secured we shift our focus to Sundays  ElClasicoPep and his student will within a week feel Real Madrids wrath Hopefully physically the players will manage after playing  minutes in a low block at the Etihad Stadium,Negativo
Lol you should join a team Real Madrid is the best team tho,Positivo
The football world are all cuckolds for Real Madrid,Positivo
Supporting Real Madrid actually the best decision of my life,Positivo
The moment Real Madrid won there  Champions League  PARAM BUBBLE,Positivo
Manchester City vs Real Madrid A Champions League Clash for the Ages April    ,Positivo
To know me is to know how much I love REAL MADRID,Positivo
Can only be Real Madrid brother,Positivo
Mbappe vs Real Madrid,Positivo
From the moment the whistle blew I knew Real Madrid had it in them to conquer City and they delivered in spectacular fashion The sheer joy and pride I feel after witnessing their triumph against City is beyond words Its a feeling of absolute euphoria  ChampionLeague  ManCity,Negativo
Man City player ratings vs Real Madrid as Jack Grealish and Jeremy Doku good     mcfc ,Positivo
SoccerNo regrets for Man City boss Guardiola after shootout loss to Real Madrid  RTRS  ,Negativo
The loss comes despite Man City shooting  more times than Real Madrid ,Positivo
To win a penalty against Real Madrid you must have   in your team,Positivo
Official fixture dates  ucl FC Bayern  Real Madrid  Tuesday April   CET Allianz Arena Munich  Real Madrid  FC Bayern  Wednesday May   CET  Estadio Santiago Bernabu Madrid,Positivo
Can see United fans celebrating Real Madrid stopping us from winning the treble When they themselves could have done that last year and didnt Nobody cares tho,Negativo
